,time_bucket,time,bytes,host,latency,method,response,url,useragent
1818,2025-01-23-23-18,2025-01-23T23:18:14.110Z,5021,100.202.240.253,605,POST,502,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1819,2025-01-23-23-18,2025-01-23T23:18:13.504Z,5066,104.8.104.127,2847,GET,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1820,2025-01-23-23-18,2025-01-23T23:18:12.898Z,5010,31.149.172.1,661,POST,303,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1821,2025-01-23-23-18,2025-01-23T23:18:12.291Z,4996,178.24.194.5,4193,DELETE,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1822,2025-01-23-23-18,2025-01-23T23:18:11.684Z,5026,213.7.252.86,1320,DELETE,500,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1823,2025-01-23-23-18,2025-01-23T23:18:11.077Z,5016,165.82.22.211,963,DELETE,303,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1824,2025-01-23-23-18,2025-01-23T23:18:10.469Z,4986,219.131.75.8,4816,POST,303,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1825,2025-01-23-23-18,2025-01-23T23:18:09.862Z,5026,39.185.141.142,2439,GET,200,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1826,2025-01-23-23-18,2025-01-23T23:18:09.256Z,4909,116.226.135.18,635,POST,502,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1827,2025-01-23-23-18,2025-01-23T23:18:08.649Z,5005,100.246.40.206,4467,GET,200,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1828,2025-01-23-23-18,2025-01-23T23:18:08.042Z,4960,68.132.223.84,3917,DELETE,403,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1829,2025-01-23-23-18,2025-01-23T23:18:07.435Z,5008,129.15.10.143,3605,PUT,502,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1830,2025-01-23-23-18,2025-01-23T23:18:06.828Z,4993,6.223.15.245,2398,PUT,303,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1831,2025-01-23-23-18,2025-01-23T23:18:06.222Z,4971,187.42.201.121,3482,POST,500,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1832,2025-01-23-23-18,2025-01-23T23:18:05.615Z,4986,170.55.248.64,2171,DELETE,304,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1833,2025-01-23-23-18,2025-01-23T23:18:05.008Z,5047,93.220.161.121,975,PUT,403,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1834,2025-01-23-23-18,2025-01-23T23:18:04.402Z,5034,46.42.175.18,3402,GET,502,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1835,2025-01-23-23-18,2025-01-23T23:18:03.795Z,4936,72.10.73.200,3498,GET,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1836,2025-01-23-23-18,2025-01-23T23:18:03.188Z,5056,25.107.47.113,2376,PUT,403,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1837,2025-01-23-23-18,2025-01-23T23:18:02.581Z,4967,98.22.72.137,4709,POST,500,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1838,2025-01-23-23-18,2025-01-23T23:18:01.974Z,4955,73.23.128.183,2956,DELETE,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1839,2025-01-23-23-18,2025-01-23T23:18:01.356Z,4967,119.145.15.255,205,POST,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1840,2025-01-23-23-18,2025-01-23T23:18:00.749Z,4928,12.125.214.63,603,POST,303,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1841,2025-01-23-23-18,2025-01-23T23:18:00.143Z,5064,151.69.168.115,1622,PUT,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1842,2025-01-23-23-06,2025-01-23T23:06:59.562Z,5018,200.72.213.49,3556,PUT,502,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1843,2025-01-23-23-06,2025-01-23T23:06:58.954Z,5087,62.191.155.212,786,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1844,2025-01-23-23-06,2025-01-23T23:06:58.340Z,4896,162.240.65.188,4902,POST,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1845,2025-01-23-23-06,2025-01-23T23:06:57.734Z,4993,182.114.92.168,688,DELETE,304,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1846,2025-01-23-23-06,2025-01-23T23:06:57.120Z,4983,163.107.72.14,3212,DELETE,304,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1847,2025-01-23-23-06,2025-01-23T23:06:56.513Z,5038,106.196.14.207,3586,GET,404,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1848,2025-01-23-23-06,2025-01-23T23:06:55.907Z,5018,124.121.59.200,1463,POST,500,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1849,2025-01-23-23-06,2025-01-23T23:06:55.300Z,4934,148.218.68.79,2296,POST,303,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1850,2025-01-23-23-06,2025-01-23T23:06:54.692Z,5026,139.159.88.10,4373,PUT,502,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1851,2025-01-23-23-06,2025-01-23T23:06:54.086Z,5053,206.79.215.119,3252,GET,403,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1852,2025-01-23-23-06,2025-01-23T23:06:53.479Z,4970,142.239.189.119,112,PUT,404,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1853,2025-01-23-23-06,2025-01-23T23:06:52.872Z,5100,81.151.57.121,2742,DELETE,502,/usr/login,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1854,2025-01-23-23-06,2025-01-23T23:06:52.263Z,4955,195.125.173.161,1812,PUT,500,/usr/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1855,2025-01-23-23-06,2025-01-23T23:06:51.657Z,5053,13.179.141.232,4815,POST,303,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1856,2025-01-23-23-06,2025-01-23T23:06:51.051Z,5007,157.45.122.170,4375,POST,502,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1857,2025-01-23-23-06,2025-01-23T23:06:50.444Z,4946,90.12.64.36,958,POST,304,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1858,2025-01-23-23-06,2025-01-23T23:06:49.838Z,5004,194.253.240.247,2719,GET,403,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1859,2025-01-23-23-06,2025-01-23T23:06:49.231Z,5050,126.211.43.209,4416,DELETE,500,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1860,2025-01-23-23-06,2025-01-23T23:06:48.624Z,4966,25.230.64.29,3360,DELETE,303,/usr/login,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1861,2025-01-23-23-06,2025-01-23T23:06:48.018Z,5017,82.247.113.6,2851,DELETE,403,/usr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1862,2025-01-23-23-06,2025-01-23T23:06:47.410Z,5074,88.74.94.153,3588,PUT,404,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1863,2025-01-23-23-06,2025-01-23T23:06:46.804Z,4931,210.96.46.59,4274,POST,502,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1864,2025-01-23-23-06,2025-01-23T23:06:46.198Z,4989,144.5.113.113,3057,DELETE,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1865,2025-01-23-23-06,2025-01-23T23:06:45.591Z,4967,206.126.44.77,4528,DELETE,502,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1866,2025-01-23-23-06,2025-01-23T23:06:44.984Z,4938,201.55.254.191,4780,GET,404,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1867,2025-01-23-23-06,2025-01-23T23:06:44.365Z,5066,15.174.117.235,3428,GET,304,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1868,2025-01-23-23-06,2025-01-23T23:06:43.758Z,5073,188.175.179.61,821,POST,404,/usr/login,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1869,2025-01-23-23-06,2025-01-23T23:06:43.152Z,5074,153.79.61.18,2893,PUT,404,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1870,2025-01-23-23-06,2025-01-23T23:06:42.545Z,5087,187.142.253.107,3251,DELETE,200,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1871,2025-01-23-23-06,2025-01-23T23:06:41.938Z,4984,110.140.180.245,4901,DELETE,200,/usr/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1872,2025-01-23-23-06,2025-01-23T23:06:41.332Z,5036,172.22.126.238,2419,PUT,303,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1873,2025-01-23-23-06,2025-01-23T23:06:40.725Z,5033,109.120.111.94,3667,GET,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1874,2025-01-23-23-06,2025-01-23T23:06:40.110Z,5039,159.169.99.140,4486,POST,304,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1875,2025-01-23-23-06,2025-01-23T23:06:39.502Z,4986,115.32.102.151,1295,PUT,500,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1876,2025-01-23-23-06,2025-01-23T23:06:38.896Z,4984,150.190.120.163,3148,DELETE,502,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1877,2025-01-23-23-06,2025-01-23T23:06:38.290Z,4989,65.233.89.234,1165,GET,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1878,2025-01-23-23-06,2025-01-23T23:06:37.682Z,4952,9.195.140.225,2291,POST,303,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1879,2025-01-23-23-06,2025-01-23T23:06:37.075Z,5035,216.243.228.246,667,POST,404,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1880,2025-01-23-23-06,2025-01-23T23:06:36.467Z,5024,176.243.203.120,2467,PUT,500,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1881,2025-01-23-23-06,2025-01-23T23:06:35.859Z,5033,217.151.11.149,3465,DELETE,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1882,2025-01-23-23-06,2025-01-23T23:06:35.253Z,5050,159.102.117.248,2991,PUT,500,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1883,2025-01-23-23-06,2025-01-23T23:06:34.646Z,4951,142.123.74.114,2698,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1884,2025-01-23-23-06,2025-01-23T23:06:34.038Z,4931,79.81.184.43,2972,POST,404,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1885,2025-01-23-23-06,2025-01-23T23:06:33.432Z,5066,44.23.241.11,1947,POST,403,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1886,2025-01-23-23-06,2025-01-23T23:06:32.825Z,5010,123.139.46.192,4534,DELETE,500,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1887,2025-01-23-23-06,2025-01-23T23:06:32.218Z,4936,78.123.255.162,3233,PUT,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1888,2025-01-23-23-06,2025-01-23T23:06:31.611Z,5039,20.235.58.27,185,POST,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1889,2025-01-23-23-06,2025-01-23T23:06:31.003Z,4996,55.28.169.221,3590,POST,500,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1890,2025-01-23-23-06,2025-01-23T23:06:30.395Z,4922,25.248.239.163,1371,GET,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1891,2025-01-23-23-06,2025-01-23T23:06:29.789Z,5004,204.30.241.186,2280,DELETE,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1892,2025-01-23-23-06,2025-01-23T23:06:29.183Z,5012,150.37.204.91,2300,POST,404,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1893,2025-01-23-23-06,2025-01-23T23:06:28.577Z,4979,161.134.81.107,2939,POST,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1894,2025-01-23-23-06,2025-01-23T23:06:27.971Z,4939,6.106.252.201,4795,GET,502,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1895,2025-01-23-23-06,2025-01-23T23:06:27.364Z,5068,204.253.147.134,3405,POST,200,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1896,2025-01-23-23-06,2025-01-23T23:06:26.754Z,5028,109.104.207.144,3926,DELETE,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1897,2025-01-23-23-06,2025-01-23T23:06:26.148Z,5057,206.165.103.75,143,GET,200,/usr/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1898,2025-01-23-23-06,2025-01-23T23:06:25.542Z,5074,208.107.235.31,4334,POST,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1899,2025-01-23-23-06,2025-01-23T23:06:24.933Z,4957,134.253.137.32,1782,PUT,200,/usr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1900,2025-01-23-23-06,2025-01-23T23:06:24.327Z,4978,179.197.219.63,2909,DELETE,403,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1901,2025-01-23-23-06,2025-01-23T23:06:23.720Z,5030,125.22.185.53,440,PUT,403,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1902,2025-01-23-23-06,2025-01-23T23:06:23.112Z,5005,68.24.140.131,1156,GET,403,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1903,2025-01-23-23-06,2025-01-23T23:06:22.504Z,4978,71.137.133.155,1121,DELETE,500,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1904,2025-01-23-23-06,2025-01-23T23:06:21.895Z,4957,64.142.235.65,1139,DELETE,403,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
1905,2025-01-23-23-06,2025-01-23T23:06:21.289Z,4953,43.153.227.166,780,DELETE,303,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1906,2025-01-23-23-06,2025-01-23T23:06:20.678Z,5019,206.35.112.154,2357,PUT,502,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
1907,2025-01-23-23-06,2025-01-23T23:06:20.072Z,4909,201.174.242.14,1922,PUT,502,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
1908,2025-01-23-23-06,2025-01-23T23:06:19.455Z,5002,79.5.75.22,485,POST,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1909,2025-01-23-23-06,2025-01-23T23:06:18.848Z,4975,35.38.254.10,1899,DELETE,403,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1910,2025-01-23-23-06,2025-01-23T23:06:18.241Z,4974,63.249.216.74,3495,GET,303,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1911,2025-01-23-23-06,2025-01-23T23:06:17.634Z,5021,97.141.148.205,3949,GET,200,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
1912,2025-01-23-23-06,2025-01-23T23:06:17.024Z,4954,201.15.9.149,930,POST,304,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1913,2025-01-23-23-06,2025-01-23T23:06:16.417Z,5115,125.173.247.99,1064,POST,200,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
1914,2025-01-23-23-06,2025-01-23T23:06:15.809Z,4991,66.51.246.18,2079,PUT,200,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
1915,2025-01-23-23-06,2025-01-23T23:06:15.203Z,4990,42.230.246.98,4240,DELETE,304,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
1916,2025-01-23-23-06,2025-01-23T23:06:14.596Z,5029,209.236.209.41,160,GET,500,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
1917,2025-01-23-23-06,2025-01-23T23:06:13.988Z,5025,121.61.5.106,3269,PUT,500,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1918,2025-01-23-23-06,2025-01-23T23:06:13.378Z,4935,121.87.228.123,3227,GET,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
